-0,435438315;-0,553982099;-0,035603841;-0,163574219;-0,379079183;-0,503845215;-0,50001351;-0,396321774
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,439181964;-0,53602457;-0,033467611;-0,172322591;-0,383351644;-0,468190511;-0,509507974;-0,395304362
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,431803226;-0,526638508;-0,038350423;-0,177408854;-0,371195475;-0,478973389;-0,513102214;-0,382079919
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,434895674;-0,529730797;-0,043843587;-0,178120931;-0,363972982;-0,49041748;-0,515408039;-0,392048995
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,432888667;-0,534288088;-0,051879883;-0,181070964;-0,357055664;-0,421905518;-0,517374674;-0,382554849
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,439344565;-0,541775068;-0,046691895;-0,190226237;-0,345458984;-0,471750895;-0,510864417;-0,399983565
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,464084307;-0,55506738;-0,042012533;-0,186665853;-0,320027669;-0,424702962;-0,505167643;-0,366753419
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,464572589;-0,568196615;-0,034484863;-0,178019206;-0,333251953;-0,424550374;-0,510186195;-0,389743328
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,475423018;-0,5938042;-0,051269531;-0,195922852;-0,333811442;-0,429534912;-0,529378255;-0,410020669
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,475043456;-0,617729982;-0,062866211;-0,193888346;-0,34362793;-0,453948975;-0,528225422;-0,412326336
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,490776857;-0,616482099;-0,046284993;-0,18931071;-0,340830485;-0,487620036;-0,53907601;-0,407714844
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,501898766;-0,625922521;-0,059814453;-0,191853841;-0,374908447;-0,526123047;-0,511813958;-0,428738117
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,508571943;-0,625922362;-0,050048828;-0,188293457;-0,37012736;-0,535583496;-0,526326497;-0,409478188
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,498643557;-0,635253906;-0,050964355;-0,194702148;-0,388946533;-0,50008138;-0,534668128;-0,405815919
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,495063146;-0,62852637;-0,050252279;-0,189208984;-0,379689535;-0,52230835;-0,528157552;-0,414564292
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,501193682;-0,642632325;-0,045471191;-0,199483236;-0,364786784;-0,49697876;-0,524156411;-0,407511393
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,508571943;-0,648763021;-0,056559245;-0,194600423;-0,376790365;-0,490112305;-0,513102214;-0,402018229
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,495117505;-0,659830729;-0,060119629;-0,195007324;-0,353851318;-0,491027832;-0,522189617;-0,40228955
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,509874185;-0,635253906;-0,073750814;-0,189005534;-0,378570557;-0,532684326;-0,517306964;-0,411648115
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,49251318;-0,6484375;-0,051879883;-0,20131429;-0,342559814;-0,506795247;-0,516628901;-0,411580404
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
-0,501030604;-0,641710122;-0,049336751;-0,193481445;-0,384063721;-0,515340169;-0,515814781;-0,402357419
